Image_ID, shops shutter,Bike,Motor Bike,Flower,Flower box,Grass,Plant cover,Path and sidewalk,Person in group,Person standing,Person sitting,Trees with oval shape,Water,Trees with columnar shape,Autos,Sky,Palm trees,Dome,Sunshade,merge_E_H_N,merge_B_C_D_,Wall_pixels
ChbaghR,0.0,0.0,0.0,0.0,0.0,66.0,49354.0,236288.0,0.0,38673.0,0.0,0.0,197.0,437438.0,0.0,21069.0,0.0,0.0,0.0,454.0,283.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,1440.0,22118.0,252092.0,0.0,5657.0,0.0,0.0,0.0,175767.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,68.0,58095.0,297471.0,47.0,11376.0,0.0,0.0,3966.0,237103.0,0.0,11698.0,0.0,0.0,308.0,0.0,32.0,0.0
ChbaghR,2258.0,0.0,0.0,0.0,0.0,375.0,28419.0,159995.0,162.0,8255.0,0.0,0.0,3723.0,105645.0,0.0,14204.0,0.0,0.0,1146.0,762.0,592.0,116320.0
ChbaghR,45677.0,0.0,0.0,0.0,0.0,316.0,20397.0,49353.0,0.0,69989.0,0.0,0.0,0.0,116134.0,0.0,0.0,0.0,0.0,0.0,40.0,5597.0,334.0
ChbaghR,0.0,34623.0,2109.0,0.0,0.0,0.0,109.0,14928.0,4507.0,0.0,0.0,0.0,0.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,3186.0,0.0,3941.0,0.0,0.0,0.0,67089.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,6518.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,348.0,40703.0,294689.0,0.0,2470.0,0.0,0.0,680.0,112930.0,0.0,54.0,0.0,0.0,1783.0,702.0,8053.0,26.0
ChbaghR,7266.0,0.0,0.0,0.0,0.0,120.0,28533.0,159930.0,0.0,56832.0,0.0,0.0,0.0,93166.0,0.0,0.0,0.0,0.0,0.0,1955.0,5145.0,14364.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,53058.0,252006.0,0.0,21660.0,0.0,0.0,200.0,407677.0,0.0,6.0,0.0,0.0,0.0,965.0,0.0,54.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,178.0,4324.0,190992.0,0.0,2078.0,0.0,0.0,0.0,153544.0,0.0,224.0,0.0,0.0,0.0,309.0,2739.0,11659.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,27230.0,164699.0,0.0,1592.0,0.0,0.0,120.0,93625.0,0.0,0.0,0.0,0.0,41.0,2764.0,450.0,153462.0
ChbaghR,212.0,0.0,0.0,0.0,0.0,7.0,25285.0,248269.0,6665.0,2474.0,0.0,0.0,0.0,138607.0,0.0,3660.0,0.0,0.0,0.0,0.0,923.0,2183.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,48361.0,527.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
