Image_ID,Window,Door, shops shutter, Bench and Food stands,Brick wall with fence,Steps,Bulletin board,Bike,Motor Bike,Metal Fence,Flower,Flower box,Symbol and Sign,Grass,Plant cover,Path and sidewalk,Person in group,Person standing,Person sitting,Trees with oval shape,Wall,Water,Trees with columnar shape,Buildings wall,Buildings with column,Autos,Sky,Palm trees,Dome,Sunshade,Class_34
SepahL,0,6287,0,65,0,0,2454,395,32792,0,0,0,0,0,28,166024,1392,11612,0,0,0,0,261282,0,81,0,1648,0,0,0,0
SepahL,0,106,2426,1527,35894,0,3,0,0,0,0,0,0,19723,25834,39297,5236,12187,2848,0,0,1439,16076,0,0,5726,0,0,0,0,0
SepahL,0,2850,49,11037,0,0,3116,0,0,0,0,0,0,303,4840,18366,1014,45345,2338,0,0,0,58800,0,717,0,438,0,0,0,0
SepahMid,0,0,0,8427,0,0,0,0,9887,0,0,0,1046,42,4889,321029,0,19507,4987,0,0,0,127283,0,0,0,1179,0,0,0,0
SepahMid,0,0,0,30,0,0,0,0,8619,0,0,0,0,28,7718,250795,0,15438,0,0,0,0,178409,0,0,18,78,0,0,0,0
SepahMid,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,10686,0,342,64347,0,0,0,2066,0,0,0,107,0,0,0,0
SepahMid,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,33791,0,4647,0,0,0,0,4919,0,0,0,0,0,0,0,0
SepahMid,0,1068,0,418,0,0,0,0,3684,0,0,0,0,0,23834,258907,745,11753,0,0,0,0,134393,0,3698,35259,52990,0,0,0,0
SepahMid,0,147,0,12531,1577,0,447,0,0,1101,0,0,0,3872,14381,228039,2962,28355,0,0,0,952,95818,0,0,0,0,0,0,0,0
SepahMid,0,84,0,2759,0,0,13,0,0,4,0,0,100,47,14402,145309,1875,21229,3948,0,0,0,145314,0,0,0,240,0,0,0,0
SepahMid,0,0,0,70311,0,0,0,0,0,0,0,0,0,0,5010,49605,0,4241,0,0,0,0,3085,0,0,0,4555,0,0,0,0
SepahMid,0,0,0,0,0,0,0,1204,4221,5359,0,0,0,139,1220,151044,0,61796,0,0,0,0,108261,0,0,0,2947,0,0,0,0
SepahMid,0,0,0,14750,0,573,0,0,0,9,0,0,0,0,21070,258172,0,25451,384,0,0,11331,104340,0,0,0,1196,0,0,0,0
SepahMid,0,0,0,2002,0,13275,1038,0,0,0,0,0,8788,17,8188,221554,0,13571,1105,0,258,11191,336423,0,0,0,1324,0,0,44,0
SepahMid,0,0,0,2104,0,0,0,0,0,191,0,0,0,97,15472,278753,0,15266,487,0,0,0,145313,0,0,0,160,0,0,0,0
SepahMid,0,0,0,89,0,0,0,0,0,0,0,0,0,30,17923,165490,610,70672,0,0,0,113,129031,0,0,0,363,0,0,0,0
SepahR,0,0,0,0,0,0,0,0,0,276,0,0,12958,31385,24096,44713,0,1964,0,0,0,0,25646,0,0,0,0,0,0,0,0
SepahR,0,879,0,0,4719,0,0,0,0,83317,0,0,0,20885,17949,116372,0,7385,0,0,0,846,103972,0,122,0,37853,0,0,2026,0
SepahR,0,0,0,0,0,0,0,0,0,0,0,0,0,107692,2664,12630,0,291,0,0,0,0,78,0,0,0,0,0,0,0,0
SepahR,0,1164,18,184,17135,0,1686,0,0,0,0,0,2323,0,34654,178557,0,1099,0,0,1560,0,83909,0,0,0,34576,0,0,0,0
SepahR,0,266,0,0,49161,0,0,0,0,0,0,0,0,0,2850,112355,0,15464,0,0,0,0,144567,0,0,0,24088,0,0,0,0
SepahR,0,2788,568,0,16411,0,102,0,0,116043,0,0,0,2906,17799,110032,0,13509,0,0,0,175,127689,0,0,0,6552,0,0,0,0
SepahR,0,83,0,0,18956,0,0,0,0,9044,0,0,34,9241,17756,98182,0,31040,1790,0,0,10,68606,0,93,0,1978,0,0,0,0
SepahR,0,332,0,807,17872,0,0,0,0,26346,0,0,0,219,35564,125827,0,34733,138,0,72,0,225158,0,0,0,384,0,0,0,0
SepahR,0,0,0,0,208,0,0,0,0,6021,0,0,0,6056,34186,111201,0,12196,0,0,0,7141,193310,0,0,0,0,0,0,3549,0
SepahR,0,3526,0,0,9035,0,0,0,0,81815,0,0,0,359,7253,92314,0,0,0,0,0,2,143163,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
